Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number Of Reviews,Price,Review Scores Rating
9956394,11/12/13,BEAUTIFUL MODERN SPACIOUS APARTMENT,Queens,Apartment,95,Private room,11105,1,27,75,99
9999172,11/13/13,East Williamsburgs finest.,Brooklyn,Apartment,85,Entire home/apt,11206,2,3,125,87
10000259,11/13/13,Sweet 1 BR APT in Brooklyn New York,Brooklyn,Apartment,95,Entire home/apt,11230,1,18,107,99
9991099,11/13/13,Modern N.Williamsburg Apt w/Rooftop,Brooklyn,Apartment,100,Entire home/apt,11249,2,1,174,100
9997747,11/13/13,Large 2br in heart of Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11249,2,4,225,95
10001390,11/13/13,Modern West Village One Bedroom,Manhattan,Apartment,90,Entire home/apt,10014,1,7,153,94
9991693,11/13/13,Luxury Building- Gym & Roof- 1 Bed,Manhattan,Apartment,90,Entire home/apt,10025,1,6,197,93
9996097,11/13/13,Spend some time in a NYC Apt.,Manhattan,Apartment,85,Entire home/apt,10035,1,4,129,85
10001364,11/13/13,Private room in East Williamsburg,Brooklyn,Apartment,100,Private room,11206,,4,40,100
9996045,11/13/13,Cozy Top Floor Room of Brownstone,Brooklyn,House,95,Private room,11215,1,10,75,98
9996045,11/13/13,Light Filled Brownstone Front Room,Brooklyn,House,95,Private room,11215,3,8,115,95
9996045,11/13/13,Spacious Back Room in Brownstone,Brooklyn,House,90,Private room,11215,2,16,115,94
10001551,11/13/13,Manhattan/ LES Short term Stay,Manhattan,Apartment,90,Private room,10002,1,5,175,92
9989761,11/13/13,Paddy Pad,Manhattan,Apartment,90,Private room,10026,1,37,83,91
10012271,11/14/13,"One Bedroom Apt, Suitable for Two",Bronx,Apartment,100,Entire home/apt,10460,1,1,195,100
10008086,11/14/13,COZY and WARM Garden Apartment,Brooklyn,House,85,Entire home/apt,11205,2,57,150,88
10003199,11/14/13,Fantastic Central Park View Sleeps5,Manhattan,Apartment,95,Entire home/apt,10019,2,35,780,96
10015980,11/14/13,One Bedroom in the Heart of NYC,Manhattan,Apartment,80,Entire home/apt,10028,1,1,180,80
10022174,11/14/13,Upper East Side Apt. by East River.,Manhattan,Apartment,80,Entire home/apt,10075,1,22,115,82
10020378,11/14/13,Cozy room in Loft space,Brooklyn,Apartment,100,Private room,11211,1,2,70,100
10020378,11/14/13,Room in the heart of Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,6,80,100
10014644,11/14/13,Private Rooms @ Townhouse/Breakfast,Brooklyn,Bed & Breakfast,95,Private room,11215,4,15,100,97
10014644,11/14/13,Private Room/extra Bed,Brooklyn,House,95,Private room,11215,2,4,90,95
10020804,11/14/13,Lovely Room in Great NYC location!!,Manhattan,Apartment,90,Private room,10002,1,11,115,92
10017678,11/14/13,Room w/ private bath in quiet apt!,Manhattan,Apartment,95,Private room,10014,1,13,175,98
10032762,11/15/13,"Hip, Homey Hideout + Magic Garden!",Brooklyn,Apartment,80,Entire home/apt,11206,3,15,189,84
10031834,11/15/13,Amazing 5BR Loft Prime Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,5,5,490,96
10031834,11/15/13,Modern 3BR/3BA Prime Williamsburg,Brooklyn,Loft,95,Entire home/apt,11211,3,24,399,95
10028202,11/15/13,Modern 2BR Duplex in SoHo,Manhattan,Apartment,90,Entire home/apt,10012,3,63,375,90
10034987,11/15/13,Classic Upper West Side studio loft,Manhattan,Apartment,95,Entire home/apt,10023,1,17,199,95
10037043,11/15/13,Upper West Chic Studio at Ctrl Park,Manhattan,Apartment,95,Entire home/apt,10024,1,12,175,99
10031834,11/15/13,Amazing 2BR Loft in heart of SOHO!,Manhattan,Loft,95,Entire home/apt,10012,2,12,699,97
10031834,11/15/13,Amazing 3 BR Penthouse Prime SOHO!,Manhattan,Loft,95,Entire home/apt,10012,3,30,589,98
10038884,11/15/13,Lovely Astoria Apartment!,Queens,Apartment,85,Entire home/apt,11105,2,5,100,85
10041857,11/15/13,Large Room 5 min to major subways!!,Manhattan,Apartment,90,Private room,10026,1,4,99,90
10040649,11/15/13,Comfy Living Room - Sofa or Airbed,Brooklyn,Apartment,90,Shared room,11213,2,6,50,93
10056371,11/16/13,Spacious Brooklyn 2BD,Brooklyn,Apartment,85,Entire home/apt,11206,3,5,150,88
10054163,11/16/13,"Bright, Big 2 bedroom in Park Slope",Brooklyn,Apartment,100,Entire home/apt,11215,1,1,149,100
10056868,11/16/13,Spacious 1BD in the Village,Manhattan,Apartment,95,Entire home/apt,10003,1,8,200,95
10053048,11/16/13,TriBeCa Loft-Stylish 1BR apt!!,Manhattan,Apartment,90,Entire home/apt,10013,1,13,310,93
10053816,11/16/13,Cozy Chinatown apartment,Manhattan,Apartment,95,Entire home/apt,10013,2,7,125,97
10054825,11/16/13,Splendid West Village One Bedroom,Manhattan,Apartment,100,Entire home/apt,10014,1,1,169,100
10058817,11/16/13,West Village Studio Gem,Manhattan,Apartment,100,Entire home/apt,10014,1,1,235,100
10054818,11/16/13,Large 1 bdrm apt near Grand Central,Manhattan,Apartment,100,Entire home/apt,10016,1,1,200,100
10056343,11/16/13,"Midtown Apt, Quiet, Walk to subway",Manhattan,Apartment,90,Entire home/apt,10016,1,61,149,92
10056343,11/16/13,P/apt Heart of Midtown Near Subway!,Manhattan,Apartment,90,Entire home/apt,10016,1,69,172,92
10050348,11/16/13,Comfortable UES Apartment,Manhattan,Apartment,90,Entire home/apt,10021,2,3,159,93
10050433,11/16/13,"Large cosy studio, inwood",Manhattan,Apartment,90,Entire home/apt,10040,2,3,90,93
10056371,11/16/13,Nice room with great view,Brooklyn,Apartment,90,Private room,11206,1,14,75,93
10054685,11/16/13,Spacious room in Large apartment!,Brooklyn,Apartment,80,Private room,11221,1,1,65,80
10055751,11/16/13,Summer Vacation in Brooklyn!,Brooklyn,Apartment,90,Private room,11238,1,3,60,93
10052168,11/16/13,"Large room, full bed, central AC",Manhattan,Apartment,85,Private room,10030,1,5,65,88
10052168,11/16/13,Big room queen bed by Hudson river,Manhattan,Apartment,85,Private room,10032,1,4,80,85
10052168,11/16/13,"Large room, full bed, central heat",Manhattan,House,80,Private room,10030,1,3,70,80
10085435,11/17/13,Park Slope townhouse 2 bedroom apt,Brooklyn,Apartment,85,Entire home/apt,11215,2,35,199,86
10065836,11/17/13,Adorable studio in Clinton Hill,Brooklyn,Apartment,75,Entire home/apt,11216,1,4,95,75
10083899,11/17/13,BEAUTIFUL STUDIO APT ON LUDLOW ST,Manhattan,Apartment,80,Entire home/apt,10002,1,12,85,83
10076702,11/17/13,Modern studio. Best location NYC,Manhattan,Apartment,100,Entire home/apt,10010,1,3,185,100
10071397,11/17/13,1BD Cozy Chelsea Apartment,Manhattan,Apartment,65,Entire home/apt,10011,2,3,200,67
10087095,11/17/13,Newly Renovated One Bedroom,Manhattan,Apartment,90,Entire home/apt,10013,1,17,225,94
10084635,11/17/13,Studio Apt in the UWS of Manhattan,Manhattan,Apartment,100,Entire home/apt,10023,1,3,125,100
10080505,11/17/13,Great Studio on the Upper East Side,Manhattan,Apartment,95,Entire home/apt,10128,1,23,165,98
10077549,11/17/13,Large room in Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,2,80,100
10069461,11/17/13,Cozy hip LES digs!,Manhattan,Apartment,80,Private room,10002,1,1,60,80
10062465,11/17/13,"Beautiful Room in Brownstone, UWS",Manhattan,Apartment,90,Private room,10025,1,2,120,90
10072205,11/17/13,"Spacious, Close to Columbia/Subway",Manhattan,Apartment,95,Private room,10026,1,11,100,98
10088719,11/18/13,Bright & Sunny on Botanical Garden,Bronx,Apartment,95,Entire home/apt,10458,1,4,85,95
10094431,11/18/13,Williamsburg Apt. w/ private patio,Brooklyn,Apartment,95,Entire home/apt,11249,1,14,150,98
10102809,11/18/13,East Village gem!,Manhattan,Apartment,80,Entire home/apt,10003,1,2,100,80
10088545,11/18/13,2 bedroom in financial district,Manhattan,Apartment,90,Entire home/apt,10005,,27,220,94
10103520,11/18/13,GREAT DEAL - MIDTOWN APT!,Manhattan,Apartment,90,Entire home/apt,10016,1,2,190,90
10102465,11/18/13,Spacious two bedroom in UES,Manhattan,Apartment,100,Entire home/apt,10021,1,2,250,100
10104514,11/18/13,1150 Square Foot Two Bedroom on UWS,Manhattan,Apartment,95,Entire home/apt,10025,2,18,400,95
10100740,11/18/13,New York Amazing Brownstone Studio,Manhattan,Apartment,90,Entire home/apt,10027,1,10,105,92
10107935,11/18/13,Cosy studio near museums and park,Manhattan,Apartment,85,Entire home/apt,10128,1,37,115,88
10113487,11/18/13,Spacious 1 bedroom 5 min from N & Q,Queens,Apartment,95,Entire home/apt,11105,3,6,165,97
10100413,11/18/13,Huge 2 Bedrooms NYC,Queens,House,85,Entire home/apt,11103,3,28,150,89
10099888,11/18/13,"Modern & Artsy, Awesome Location",Brooklyn,Apartment,85,Private room,11211,1,7,91,86
10100698,11/18/13,Affordable room 20 min to Downtown!,Brooklyn,Apartment,85,Private room,11216,1,5,38,88
10100698,11/18/13,Great room 20 mins from downtown,Brooklyn,Apartment,85,Private room,11216,1,8,40,88
10087976,11/18/13,Best Deal in Brooklyn,Brooklyn,Apartment,70,Shared room,11237,2,13,37,71
10129919,11/19/13,Private couples & family paradise,Brooklyn,Apartment,95,Entire home/apt,11208,3,71,65,99
10128779,11/19/13,Studio Apartment in Williamsburg,Brooklyn,Apartment,85,Entire home/apt,11211,1,3,125,87
10135159,11/19/13,LOVELY SPOT IN PRIME WILLIAMSBURG!,Brooklyn,Apartment,90,Entire home/apt,11211,2,23,150,91
10135286,11/19/13,Sunny 1 Br in heart of Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,2,250,90
10136764,11/19/13,"Large, clean, quiet, near Mnhtn.",Brooklyn,Apartment,75,Entire home/apt,11213,2,8,115,78
10125456,11/19/13,Designer's Red Hook Apartment,Brooklyn,Apartment,100,Entire home/apt,11231,2,6,135,100
10123248,11/19/13,Stylish 1 BR Loft Apt Williamsburg,Brooklyn,Loft,90,Entire home/apt,11211,1,13,210,92
10133680,11/19/13,LOVELY WEST VILLAGE / SOHO PAD,Manhattan,Apartment,90,Entire home/apt,10014,1,28,195,90
10130052,11/19/13,Beautiful UWS One Bedroom!,Manhattan,Apartment,80,Entire home/apt,10024,2,1,150,80
10124757,11/19/13,UWS Sunny and Beautiful One Bedroom,Manhattan,Apartment,90,Entire home/apt,10025,1,4,165,90
10124527,11/19/13,Ultra Cozy Manhattan Apartment!,Manhattan,Apartment,100,Entire home/apt,10037,2,2,140,100
10135356,11/19/13,Private Full Apartment,Queens,House,60,Entire home/apt,11418,1,1,75,60
10135356,11/19/13,Private Full Studio Apartment,Queens,House,85,Entire home/apt,11418,1,42,75,86
10135159,11/19/13,The perfect home for a long stay!,Brooklyn,Apartment,100,Private room,11211,2,1,80,100
10113647,11/19/13,Quaint Cozy Bedroom with Room for 2,Brooklyn,Apartment,50,Private room,11221,2,3,50,53
10131453,11/19/13,"Red Hook, Brooklyn, New York",Brooklyn,Apartment,100,Private room,11231,1,11,75,100
10135066,11/19/13,Bushwick: Mi casa es tu casa!,Brooklyn,Apartment,95,Private room,11237,1,4,95,95
10136530,11/19/13,Quaint Brooklyn getaway,Brooklyn,Loft,80,Shared room,11205,2,15,60,84
10151106,11/20/13,Amazing Studio in LES/SoHo Area,Manhattan,Apartment,90,Entire home/apt,10002,1,13,150,94
10150931,11/20/13,Quiet and Sunny studio in EV,Manhattan,Apartment,80,Entire home/apt,10003,1,3,170,80
10146207,11/20/13,Amazing 1BR-Gramercy/King bed etc..,Manhattan,Apartment,100,Entire home/apt,10010,1,3,179,100
10148909,11/20/13,1 Bed Condo Doorman Amazing Views,Manhattan,Apartment,90,Entire home/apt,10016,1,8,225,93
10159302,11/20/13,"Large, peaceful Brooklyn apartment",Brooklyn,Apartment,95,Private room,11215,1,24,85,95
10148113,11/20/13,Charming brownstone,Brooklyn,Apartment,80,Private room,11216,2,3,86,80
10149513,11/20/13,Beautiful Williamsburg Condo,Brooklyn,Apartment,95,Private room,11249,2,16,165,99
10146370,11/20/13,Quiet and clean room in Manhattan,Manhattan,Apartment,100,Private room,10013,1,3,99,100
10158500,11/20/13,"Sunny Private Room, Manhattan!",Manhattan,Apartment,80,Private room,10035,1,29,69,84
10158500,11/20/13,Sunny room in private manhattan apt,Manhattan,Apartment,85,Private room,10035,1,9,69,87
10175991,11/21/13,Spacious 2 bedrm Apt in Fort Greene,Brooklyn,Apartment,100,Entire home/apt,11205,1,2,114,100
10183117,11/21/13,Chic pad steps from Prospect Park,Brooklyn,Apartment,70,Entire home/apt,11225,1,4,68,70
10176907,11/21/13,"Beautiful, Brooklyn 1BR apartment",Brooklyn,Apartment,70,Entire home/apt,11237,2,2,100,70
10174191,11/21/13,"Lovely Apt, heart of W. Village",Manhattan,Apartment,100,Entire home/apt,10014,2,4,275,100
10183108,11/21/13,New York Luxury in Manhattan,Manhattan,Apartment,95,Entire home/apt,10025,1,29,490,97
10162567,11/21/13,Stylish 3BR! 2 min to Central Park,Manhattan,Apartment,85,Entire home/apt,10029,3,34,295,85
10172139,11/21/13,Stunning Private Garden Studio,Manhattan,Apartment,90,Entire home/apt,10031,1,62,120,92
10172139,11/21/13,"Stunning Private Lofty Studio, NEW!",Manhattan,Apartment,95,Entire home/apt,10031,1,45,120,95
10172139,11/21/13,Stunning Private Luminous Studio,Manhattan,Apartment,90,Entire home/apt,10031,1,44,120,91
10172139,11/21/13,"Stunning Private Serene Studio, NEW",Manhattan,Apartment,95,Entire home/apt,10031,1,30,120,95
10175991,11/21/13,Upper East Side 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10075,1,46,179,92
10162529,11/21/13,ART GALLERY Master Suite @ JFK,Queens,House,95,Entire home/apt,11412,1,27,119,95
10172703,11/21/13,"Large, Sunny 25 min to Central Park",Bronx,Apartment,95,Private room,10458,1,33,65,96
10172493,11/21/13,Luxury Master Suite in Midtown West,Manhattan,Apartment,100,Private room,10018,1,2,190,100
10178252,11/21/13,Big Room by Times Square,Manhattan,Apartment,90,Private room,10019,1,64,79,93
10178252,11/21/13,Very big room close to Times Square,Manhattan,Apartment,100,Private room,10019,1,1,89,100
10179999,11/21/13,Sunny Midtown NYC Room,Manhattan,Apartment,85,Private room,10019,2,27,155,88
10179809,11/21/13,Spanish Harlem Hook Up.,Manhattan,Apartment,80,Private room,10029,1,9,80,80
10181902,11/21/13,Private room for single Female only,Queens,Apartment,95,Private room,11105,1,4,99,95
10198155,11/22/13,Spacious Willamsburg Loft Style Apt,Brooklyn,Apartment,100,Entire home/apt,11211,1,2,180,100
10196530,11/22/13,Enormous 1500 S.F. Sun-Drenched Apt,Manhattan,Apartment,95,Entire home/apt,10009,2,6,285,97
10192110,11/22/13,~Breathtaking 2 BR~LUX GEM with GYM,Manhattan,Apartment,90,Entire home/apt,10025,2,5,305,90
10195268,11/22/13,Large Studio apartment,Manhattan,Apartment,75,Entire home/apt,10026,1,12,130,78
10196259,11/22/13,Private Times Sq/Hells Ktchn Studio,Manhattan,Apartment,85,Entire home/apt,10036,2,48,170,89
10192110,11/22/13,Spacious & Homey Upper East 1 BR,Manhattan,Apartment,100,Entire home/apt,10128,1,1,148,100
10194688,11/22/13,2 bedrooms with large terrace,Queens,Apartment,85,Entire home/apt,11103,2,5,140,88
10200841,11/22/13,Immaculate - 15 min to Time Sq.,Queens,Apartment,90,Entire home/apt,11377,2,21,97,92
10191995,11/22/13,Cozy room with a private bathroom,Manhattan,Apartment,80,Private room,10002,1,45,100,84
10200803,11/22/13,Private BR in Luxury Apt (Wall St),Manhattan,Apartment,100,Private room,10005,1,1,78,100
10194688,11/22/13,Central Park-Lincoln Center,Manhattan,Apartment,95,Private room,10023,2,24,140,96
10193030,11/22/13,Private room in luxury doorman bldg,Manhattan,Apartment,100,Private room,10039,1,2,85,100
10194688,11/22/13,"Astoria, New York",Queens,House,85,Private room,11103,1,21,60,85
10194688,11/22/13,Large and Quiet bedroom,Queens,House,100,Private room,11103,1,11,50,100
10196259,11/22/13,Artistic & Cozy Times Square Studio,Manhattan,Apartment,85,Shared room,10036,1,32,84,87
10212637,11/23/13,Artsy Oasis | A block from the park,Brooklyn,Apartment,95,Entire home/apt,11222,1,5,213,95
10203729,11/23/13,Huge 2-bedroom; 15 min to Manhattan,Brooklyn,Apartment,80,Entire home/apt,11238,4,15,220,84
10214527,11/23/13,Beautiful Bright Brooklyn Loft!,Brooklyn,Apartment,80,Entire home/apt,11238,2,2,159,80
10214527,11/23/13,Designer Pad Best Location in NYC!,Manhattan,Apartment,85,Entire home/apt,10002,3,40,200,89
10203322,11/23/13,Full 1 bedroom East village,Manhattan,Apartment,90,Entire home/apt,10003,2,7,189,90
10213196,11/23/13,CHEAPER AND BETTER THAN A HOTEL!!,Manhattan,Apartment,80,Entire home/apt,10017,3,8,199,80
10209291,11/23/13,"Penthouse, Private Roof with HotTub",Manhattan,Apartment,95,Entire home/apt,10019,2,14,900,98
10208524,11/23/13,AUTUMN in NEW YORK,Manhattan,Apartment,90,Entire home/apt,10040,1,3,90,93
10212420,11/23/13,"LargeSunny Room, Historic Townhouse",Manhattan,Apartment,90,Private room,10012,1,2,103,90
10207681,11/23/13,1 bedroom at a Cozy Apartment,Manhattan,Apartment,100,Private room,10013,2,1,150,100
10213196,11/23/13,"Near TRAINS, Subways, & Rockefeller",Manhattan,Apartment,90,Private room,10017,2,17,145,93
10208524,11/23/13,SUMMER NYC Beautiful 1 bedroom,Manhattan,Apartment,90,Private room,10040,1,7,72,94
10212438,11/23/13,Turn of the Century Colonial Home,Staten Island,House,90,Private room,10314,2,22,100,92
10221498,11/24/13,Luxurious one bedroom to call home,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,199,100
10226006,11/24/13,1 Bedroom Apartment Lefferts Garden,Brooklyn,Apartment,95,Entire home/apt,11225,1,8,100,95
10228299,11/24/13,Sunny 1 BR in Carroll Gardens,Brooklyn,Apartment,100,Entire home/apt,11231,2,10,145,100
10234719,11/24/13,Bohemian Williamsburg loft,Brooklyn,Apartment,90,Entire home/apt,11249,2,27,140,91
10239152,11/24/13,Comfortable Brown Stone apartment,Brooklyn,House,95,Entire home/apt,11213,1,11,125,95
10225447,11/24/13,Loft 15 minutes to Manhattan,Brooklyn,Loft,85,Entire home/apt,11237,1,15,98,87
10225447,11/24/13,Loft 15min. to Manhattan,Brooklyn,Loft,90,Entire home/apt,11237,1,46,98,90
10218861,11/24/13,Charming West Village Rental,Manhattan,Apartment,100,Entire home/apt,10011,2,2,400,100
10241085,11/24/13,"Central, Private, Cozy Nolita 1Bdrm",Manhattan,Apartment,95,Entire home/apt,10012,2,5,175,96
10234953,11/24/13,Modern 1+Br Apt in Elevator Bldg,Manhattan,Apartment,80,Entire home/apt,10029,1,5,135,84
10237853,11/24/13,Cozy 2 bedroom,Manhattan,Apartment,95,Entire home/apt,10035,2,48,150,95
10219359,11/24/13,"Spacious Room in Clinton Hill, Bk",Brooklyn,Apartment,85,Private room,11205,1,7,78,89
10227432,11/24/13,Spare Bedroom with Futon in BK,Brooklyn,Apartment,85,Private room,11221,1,12,55,89
10234137,11/24/13,Charming Williamsburg Home,Brooklyn,Apartment,100,Private room,11249,1,10,95,100
10231536,11/24/13,"Cozy, Quiet, Safe Room + Great View",Manhattan,Apartment,85,Private room,10031,1,27,50,88
10227487,11/24/13,Downtown NYC awesome apt!:),Manhattan,Apartment,90,Private room,10038,1,2,125,90
10263251,11/25/13,2BR in a classic 1925 BK Limestone,Brooklyn,Apartment,95,Entire home/apt,11213,2,30,150,96
10263308,11/25/13,Chill 1bdrm Bk getaway,Brooklyn,Apartment,80,Entire home/apt,11221,1,22,90,84
10260143,11/25/13,TimesSquare/Chelsea/Midtown,Manhattan,Apartment,95,Entire home/apt,10001,3,4,110,95
10253898,11/25/13,Cozy 1BD in heart of East Village,Manhattan,Apartment,100,Entire home/apt,10009,1,4,140,100
10262386,11/25/13,Amazing Flatiron Gem! GreatLocation,Manhattan,Apartment,100,Entire home/apt,10010,2,9,175,100
10257619,11/25/13,Beautiful Bright West Village,Manhattan,Apartment,100,Entire home/apt,10014,1,9,350,100
10263619,11/25/13,Cute and cozy Gramercy apartment,Manhattan,Apartment,80,Entire home/apt,10016,1,44,100,82
10252755,11/25/13,3 Bedroom Apt. in Washington Height,Manhattan,Apartment,90,Entire home/apt,10032,3,1,145,94
10259354,11/25/13,AMAZING DUPLEX IN UES MANHATTAN!,Manhattan,Apartment,85,Entire home/apt,10128,3,65,220,88
10256663,11/25/13,Large Apt in Quiet Townhouse,Manhattan,House,90,Entire home/apt,10027,1,29,165,93
10262649,11/25/13,Spacious 2BR / 2BA in Bushwick,Queens,Apartment,85,Entire home/apt,11385,2,34,150,89
10263714,11/25/13,Spacious Private Room,Brooklyn,Apartment,85,Private room,11222,1,10,75,88
10251020,11/25/13,PVT room in Chinatown/L. Italy,Manhattan,Apartment,85,Private room,10013,1,5,70,88
10263854,11/25/13,Beautiful TriBeCa Loft - Bedroom A,Manhattan,Apartment,95,Private room,10013,1,29,150,95
10263854,11/25/13,Beautiful Tribeca Loft - Bedroom B,Manhattan,Apartment,95,Private room,10013,2,21,149,97
10258228,11/25/13,"""Sweet Fort Green """,Queens,Apartment,95,Private room,11205,1,24,93,96
10258940,11/25/13,Bedroom available in nice big house,Queens,House,90,Private room,11378,2,16,55,93
10243387,11/25/13,Beautiful sunny room with backyard!,Queens,Apartment,100,Shared room,11106,1,15,75,100
10282971,11/26/13,1br on the park with skyline views!,Brooklyn,Apartment,95,Entire home/apt,11222,2,11,199,98
10275049,11/26/13,Right on Luxury Gramercy Park,Manhattan,Apartment,90,Entire home/apt,10010,1,13,190,93
10278718,11/26/13,BRAND NEW 1BED! SOHO/NOLITA/BOWREY,Manhattan,Apartment,80,Entire home/apt,10012,1,17,225,82
10277423,11/26/13,Designer 2 bed Loft/Huge Deck!,Manhattan,Apartment,95,Entire home/apt,10014,4,25,385,96
10269799,11/26/13,Cozy Studio In The Best Location!,Manhattan,Apartment,95,Entire home/apt,10016,1,5,192,95
10280470,11/26/13,ENTIRE Apartment ★MANHATTAN★,Manhattan,Apartment,90,Entire home/apt,10029,1,23,150,92
10280470,11/26/13,Huge APT (900sq feet) ★MANHATTAN★,Manhattan,Apartment,90,Entire home/apt,10029,4,12,250,93
10274476,11/26/13,Cosy sunny Priv bed in Williamsburh,Brooklyn,Apartment,100,Private room,11211,1,1,70,100
10279498,11/26/13,Studio Space-Share Kitch/Bath,Brooklyn,Apartment,95,Private room,11232,2,25,85,97
10278592,11/26/13,Modern Private Room/15min to NYC,Brooklyn,Condominium,80,Private room,11220,2,2,65,80
10265485,11/26/13,2000 SF LOFT APT - FLATIRON/CHELSEA,Manhattan,Apartment,80,Private room,10001,1,2,125,80
10280734,11/26/13,Alhambra Inspired Nookish Hideaway!,Manhattan,Apartment,65,Private room,10014,1,5,99,65
10277424,11/26/13,Great guest bedroom in UWS,Manhattan,Apartment,70,Private room,10025,2,5,65,73
10280470,11/26/13,Trendy Huge Bedroom ★MANHATTAN★,Manhattan,Apartment,95,Private room,10029,2,8,75,95
10264372,11/26/13,Queen Size Foam Mattress with TV,Manhattan,Apartment,90,Private room,10039,1,2,75,90
10304755,11/27/13,Cute brick wall apt. 2BR,Brooklyn,Apartment,95,Entire home/apt,11211,2,22,180,96
10297692,11/27/13,Large Duplex Near Subway! 5bdrm/2ba,Brooklyn,Apartment,85,Entire home/apt,11213,8,3,400,87
10297692,11/27/13,Beautiful 3bdrm apt near Subway,Brooklyn,House,95,Entire home/apt,11213,6,6,275,97
10299860,11/27/13,Luxury 1-bdrm in soho/noho,Manhattan,Apartment,90,Entire home/apt,10003,1,14,200,93
10295496,11/27/13,"Cute, Comfy Private room in duplex",Brooklyn,Apartment,100,Private room,11207,1,1,50,100
10302140,11/27/13,Sunny Williamsburg Brooklyn Bedroom,Brooklyn,Apartment,90,Private room,11211,1,18,39,90
10304755,11/27/13,Cute brick wall Br in Williamsburg.,Brooklyn,Apartment,95,Private room,11211,1,24,90,96
10297692,11/27/13,Big Sunny Private Room Near Subway!,Brooklyn,Apartment,90,Private room,11213,2,17,110,94
10303472,11/27/13,Fabulous Spring GetAWay EasternPKWY,Brooklyn,Apartment,90,Private room,11213,1,26,99,91
10303472,11/27/13,Cozy Leffert Gardens Apartment,Brooklyn,Apartment,90,Private room,11225,1,18,105,93
10294443,11/27/13,Summer Fun in Brooklyn!!!,Brooklyn,Apartment,90,Private room,11238,1,2,108,90
10297692,11/27/13,B2 Great private room near Subway!,Brooklyn,House,90,Private room,11213,1,35,75,91
10297692,11/27/13,B3 Great Private room by Subway :-),Brooklyn,House,90,Private room,11213,3,30,90,93
10303735,11/27/13,"Affordable Room in UES, Manhattan",Manhattan,Apartment,95,Private room,10029,1,62,85,95
10295950,11/27/13,Manhattan Hipster Crash pad: Harlem,Manhattan,Apartment,75,Private room,10035,1,8,49,77
10295950,11/27/13,Manhattan Uptown Bohemian Chic,Manhattan,Apartment,100,Private room,10035,1,1,50,100
10312394,11/28/13,"2-bdrm, real Willamsburg / Brooklyn",Brooklyn,Apartment,85,Entire home/apt,11211,3,13,149,86
10312377,11/28/13,Sunny apm. with a beautiful view,Brooklyn,Apartment,80,Entire home/apt,11226,1,5,96,80
10321180,11/28/13,New 2 Bedroom Apartment in NoLiTa,Manhattan,Apartment,100,Entire home/apt,10012,2,2,525,100
10307753,11/28/13,Gorgeous Apt in the Heart of Harlem,Manhattan,Apartment,100,Entire home/apt,10027,2,1,110,100
10322739,11/28/13,UES studio 5mins from Central Park,Manhattan,Apartment,70,Entire home/apt,10028,1,4,125,70
10315755,11/28/13,"Cobble Hill, Brooklyn, townhouse BR",Brooklyn,Apartment,90,Private room,11201,1,10,150,90
10316300,11/28/13,1234 Broadway,Manhattan,Apartment,90,Private room,10001,1,6,125,94
10321180,11/28/13,Pretty Private Room in NoLiTa,Manhattan,Apartment,95,Private room,10012,1,5,126,96
10317649,11/28/13,Upper West Side - Perfect Location,Manhattan,Apartment,90,Private room,10023,1,21,125,93
10335544,11/29/13,Brooklyn - NYC last min deal!,Brooklyn,Apartment,100,Entire home/apt,11217,2,3,135,100
10331194,11/29/13,Gorgeous Designer Loft,Brooklyn,Loft,100,Entire home/apt,11206,1,2,180,100
10332995,11/29/13,Spacious Loft in the East Village,Manhattan,Apartment,95,Entire home/apt,10009,1,15,250,99
10336228,11/29/13,Spacious E Village Home! True 1BR,Manhattan,Apartment,90,Entire home/apt,10009,1,27,175,94
10333946,11/29/13,"Times Square, Theater Dist. 2B GEM!",Manhattan,Apartment,90,Entire home/apt,10036,3,10,280,90
10336877,11/29/13,Charming Brooklyn 1-BR apartment,Queens,Apartment,100,Entire home/apt,11237,2,7,95,100
10338061,11/29/13,Beautiful bedroom East Village!,Manhattan,Apartment,80,Private room,10009,1,1,124,80
10331980,11/29/13,Room in nice 3 bedroom in Midtown W,Manhattan,Apartment,90,Private room,10036,1,9,90,93
10349936,11/30/13,Cozy Apt in Williamsburg Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11206,1,3,198,100
10347878,11/30/13,2br aprt. w/ office & outdoor space,Brooklyn,Apartment,100,Entire home/apt,11216,2,3,175,100
10345082,11/30/13,Stunning Greenpoint Penthouse,Brooklyn,Apartment,90,Entire home/apt,11222,2,5,299,92
10346273,11/30/13,Spacious and bright 2 BR apartment,Brooklyn,Apartment,100,Entire home/apt,11230,1,2,115,100
10350245,11/30/13,Lower East Side Gem,Manhattan,Apartment,100,Entire home/apt,10002,2,1,200,100
10353278,11/30/13,East Village 2 Bdrm. Great price,Manhattan,Apartment,80,Entire home/apt,10003,2,1,350,80
